date,y_test,y_pred
2020-06-23,837.4999999999999,845.0109898577655
2020-06-24,836.75,857.449787957838
2020-06-25,842.5000000000001,840.6074650263201
2020-06-26,854.5750122070312,850.6798036214439
2020-06-29,853.7999877929688,865.6993566044497
2020-06-30,859.0,855.700220887037
2020-07-01,842.0750122070312,850.1780741707885
2020-07-02,841.9749755859375,836.8406408658032
2020-07-03,844.2500000000001,844.8499238592519
2020-07-06,854.5250244140625,846.9678961806604
2020-07-07,844.4500122070314,852.9107931814714
2020-07-08,826.9000244140625,838.9708533692343
2020-07-09,830.0,832.1756465966524
2020-07-10,834.125,844.8768931629086
2020-07-13,838.0499877929688,850.0404056864267
2020-07-14,831.6500244140625,836.3119453058648
2020-07-15,833.2750244140625,844.8021456126412
2020-07-16,898.5250244140625,843.675150010938
2020-07-17,921.8499755859376,908.8037617783426
2020-07-20,914.9000244140624,923.8559522580074
2020-07-21,895.4249877929688,908.7225819568271
2020-07-22,894.0000000000001,893.7344656708394
2020-07-23,899.9999999999999,890.030994718276
2020-07-24,898.0000000000001,910.2718942343755
2020-07-27,893.4749755859376,907.6516975813415
2020-07-28,879.0,886.8857423196829
2020-07-29,893.875,888.0648484956943
2020-07-30,921.4999999999999,907.0793923261025
2020-07-31,951.2999877929689,889.8785159645631
2020-08-03,1016.4500122070312,962.4229190182912
2020-08-04,998.4999999999999,969.7399860616061
2020-08-05,1010.0,1027.612344822431
2020-08-06,1004.9999999999999,1012.6386410160974
2020-08-07,999.3499755859375,1032.6360182392775
2020-08-10,1087.5,1025.4391266121659
2020-08-11,1077.5250244140625,1097.265855212305
2020-08-12,1016.6500244140624,1042.3619964753125
2020-08-13,1019.4999999999999,1033.132594089344
2020-08-14,1013.8750000000001,1035.8936365627437
2020-08-17,1021.5,1047.361392316416
2020-08-18,1034.0,1033.475745275494
2020-08-19,1016.7999877929688,1037.9771337053005
2020-08-20,1022.1749877929688,1040.527800741524
2020-08-21,1023.7000122070312,1063.1165141983793
2020-08-24,1012.0750122070314,1049.8473320614241
2020-08-25,1047.4000244140625,1045.593790146509
2020-08-26,1025.574951171875,1054.638922235984
2020-08-27,1018.0,1036.5478469977652
2020-08-28,1014.0,1033.8223684052575
2020-08-31,1037.4749755859375,1016.1015895318329
2020-09-01,1026.0,962.7022727209063
2020-09-02,1033.0999755859375,1033.0159646061807
2020-09-03,1044.75,1053.5994044681504
2020-09-04,1017.5,1045.5219291554213
2020-09-07,1041.5,1045.4860109013784
2020-09-08,1023.0,1052.95715943283
2020-09-09,1032.7750244140625,1015.4738619815791
2020-09-10,1034.925048828125,1057.8477679755545
2020-09-11,1028.425048828125,1050.0889877677914
2020-09-14,1084.0,1032.0784742051471
2020-09-15,1092.6500244140625,1100.4674718498934
2020-09-16,1117.6500244140625,1100.4381508334147
2020-09-17,1117.9000244140625,1156.314871810574
2020-09-18,1098.0,1106.1277494993983
2020-09-21,1088.5,1108.9113151285933
2020-09-22,1060.375,1077.1458354675476
2020-09-23,1072.9749755859375,1095.1050762890259
2020-09-24,1056.5999755859375,1109.5721289488959
2020-09-25,1064.9000244140625,1063.6308637200964
2020-09-28,1054.2249755859375,1064.7530055984198
2020-09-29,1087.9749755859375,1076.647348766271
2020-09-30,1095.0,1101.4988134734567
2020-10-01,1134.0,1123.4472403242746
2020-10-05,1124.5,1160.174951627021
2020-10-06,1084.824951171875,1097.9785013423252
2020-10-07,1092.949951171875,1091.36773446084
2020-10-08,1074.8499755859375,1104.337369279582
2020-10-09,1072.25,1094.9538153064434
2020-10-12,1067.7750244140625,1077.180914542142
2020-10-13,1072.5,1076.527965702729
2020-10-14,1077.5,1084.5813690103691
2020-10-15,1056.5,1100.2598531774709
2020-10-16,1066.800048828125,1071.328601042604
2020-10-19,1062.800048828125,1084.7303544624817
2020-10-20,1045.5,1073.0257170768787
2020-10-21,1040.5,1064.841574060502
2020-10-22,1085.9000244140625,1060.0132377461407
2020-10-23,1098.0,1100.532188564588
2020-10-26,1098.9000244140625,1115.3791543136804
2020-10-27,1220.2249755859375,1107.3779354924957
2020-10-28,1227.7750244140625,1223.2959515478806
2020-10-29,1179.300048828125,1218.3930462103594
2020-10-30,1188.449951171875,1219.8413978947258
2020-11-02,1217.9749755859375,1193.04004502134
2020-11-03,1183.5999755859375,1187.1582688636659
2020-11-04,1197.5,1207.1196061529206
2020-11-05,1224.5,1224.462876937129
2020-11-06,1207.5000000000002,1217.0416915462304
2020-11-09,1183.949951171875,1229.6403449203415
2020-11-10,1140.0,1170.7944776189863
2020-11-11,1071.9000244140625,1064.9913731396132
2020-11-12,1049.925048828125,1056.7865467474137
2020-11-13,1058.5,1085.3817182241207
2020-11-14,1049.949951171875,1090.262032517636
2020-11-17,1060.0,1113.4441523901478
2020-11-18,1076.0,1158.8396163941952
2020-11-19,1058.375,1169.5547520299026
2020-11-20,1080.0,1137.1421695816555
2020-11-23,1139.4749755859375,1171.3161292694874
2020-11-24,1143.7750244140625,1176.5462592772462
2020-11-25,1123.5,1162.9131798904468
2020-11-26,1078.4749755859375,1128.0649400474897
2020-11-27,1137.5,1135.6042936225185
2020-12-01,1148.5,1136.1920651022594
2020-12-02,1139.5000000000002,1204.9827632382228
2020-12-03,1145.0,1250.8314440675924
2020-12-04,1131.800048828125,1200.1696860554994
2020-12-07,1125.125,1156.9313625230677
2020-12-08,1139.0250244140625,1131.8943281654942
2020-12-09,1137.5,1145.7125436184679
2020-12-10,1123.0,1145.2208278775802
2020-12-11,1129.324951171875,1129.4594723096945
2020-12-14,1131.449951171875,1122.1280241158463
